id,name,status,country,state,city,postal_code,full_address,phone,latitude,longitude,official_url,services,audiology
3825,St Lukes Westfield,Active,New Zealand,Auckland,Mount Albert,1025,"Shop S830, Level 1, Westfield St Lukes Shopping Centre, 80 Saint Lukes Road, St Lukes, Mount Albert, 1025",09 846 2991,-36.883354,174.73318,https://www.specsavers.co.nz/stores/stlukes,Optometry,false
3808,New Lynn LynnMall,Active,New Zealand,Auckland,New Lynn,0600,"Shop 69, LynnMall Shopping Centre, Memorial Drive, New Lynn, New Lynn, 0600",09 826 3989,-36.90767,174.68604,https://www.specsavers.co.nz/stores/newlynn,Optometry; Audiology,true
3821,Pakuranga Plaza,Active,New Zealand,Auckland,Pakuranga,2010,"Shop S137, Pakuranga Plaza, Cnr Ti Rakau Dr and Pakuranga Highway, Pakuranga, Pakuranga, 2010",09 577 1431,-36.91276,174.8718,https://www.specsavers.co.nz/stores/pakuranga,Optometry; Audiology,true
3822,Rotorua,Active,New Zealand,Bay of Plenty,Rotorua,3010,"1211 Eruera St, Rotorua, 3010",07 349 2020,-38.138702,176.25015,https://www.specsavers.co.nz/stores/rotorua,Optometry; Audiology,true
3812,Mt. Maunganui - Bayfair S/C,Active,New Zealand,Bay of Plenty,Tauranga,3116,"Shop SP0815, Bayfair Shopping Centre, Cnr Maunganui &amp; Girven Roads, Mt Maunganui, Tauranga, 3116",07 575 0259,-37.675346,176.22324,https://www.specsavers.co.nz/stores/mtmaunganui,Optometry; Audiology,true
3839,Tauranga CBD,Active,New Zealand,Bay of Plenty,Tauranga,3110,"58a Devonport Road, Tauranga CBD, Tauranga, 3110",07 571 1902,-37.685837,176.16963,https://www.specsavers.co.nz/stores/tauranga,Optometry; Audiology,true
3863,Tauranga Crossing,Active,New Zealand,Bay of Plenty,Tauranga,3110,"Shop RS207, 1-5 Taurikura Drive, Tauranga Crossing, Tauranga, 3110",07 543 5570,-37.737015,176.10573,https://www.specsavers.co.nz/stores/tauranga-crossing,Optometry; Audiology,true
3853,Whakatane,Active,New Zealand,Bay of Plenty,Whakatane,3120,"184 The Strand, Whakatane, 3120",07 308 2154,-37.951527,176.99525,https://www.specsavers.co.nz/stores/whakatane,Optometry; Audiology,true
3864,Ashburton,Active,New Zealand,Canterbury,Ashburton,7700,"58 Cass Street, Ashburton, Ashburton, New Zealand, 7700",03 307 6071,-43.906452,171.74904,https://www.specsavers.co.nz/stores/ashburton,Optometry; Audiology,true
3854,Hornby - The Hub,Active,New Zealand,Canterbury,Christchurch,8042,"Shop 25, The Hub Hornby Mall, 418 Main South Road, Hornby, Christchurch, 8042",03 349 5193,-43.5425,172.52383,https://www.specsavers.co.nz/stores/hornby,Optometry; Audiology,true
3804,Papanui - Northlands Mall,Active,New Zealand,Canterbury,Christchurch,8052,"S57 Northlands Mall, Papanui, Main North Road, Papanui, Christchurch, 8052",03 354 1435,-43.491516,172.6112,https://www.specsavers.co.nz/stores/papanui,Optometry; Audiology,true
3824,Riccarton Westfield,Active,New Zealand,Canterbury,Christchurch,8041,"Shop 256 &amp; 257, Level 2, Westfield Riccarton, 129 Riccarton Rd, Riccarton, Christchurch, 8041",03 343 1499,-43.530746,172.59802,https://www.specsavers.co.nz/stores/riccartonwestfield,Optometry; Audiology,true
3815,Shirley - The Palms S/C,Active,New Zealand,Canterbury,Christchurch,8061,"Shop P080, The Palms Shopping Centre, Cnr Marshland &amp; New Brighton Roads, Shirley, Christchurch, 8061",03 385 2780,-43.50567,172.66417,https://www.specsavers.co.nz/stores/shirley,Optometry,false
3862,Rangiora,Active,New Zealand,Canterbury,Rangiora,7400,"151 - 183 High Street, Farmers Rangiora Building, Rangiora, Rangiora, 7400",03 313 1590,-43.303886,172.59363,https://www.specsavers.co.nz/stores/rangiora,Optometry; Audiology,true
3826,Timaru,Active,New Zealand,Canterbury,Timaru,7910,"15 Elizabeth Street, Timaru, 7910",03 688 4179,-44.39457,171.24748,https://www.specsavers.co.nz/stores/timaru,Optometry; Audiology,true
3833,Gisborne,Active,New Zealand,Gisborne,Gisborne,4010,"127-131 Gladstone Rd, Gisborne, Gisborne, 4010",06 868 6533,-38.665657,178.02528,https://www.specsavers.co.nz/stores/gisborne,Optometry; Audiology,true
3836,Hastings,Active,New Zealand,Hawke's Bay,Hastings,4122,"210 Heretaunga Street West, Hastings, Hastings, 4122",06 878 8686,-39.640903,176.8419,https://www.specsavers.co.nz/stores/hastings,Optometry; Audiology,true
3837,Napier,Active,New Zealand,Hawke's Bay,Napier,4110,"205 Emerson Street, Napier, Napier, 4110",06 835 3569,-39.49108,176.91531,https://www.specsavers.co.nz/stores/napier,Optometry; Audiology,true
3876,Levin,Active,New Zealand,Manawatu-Whanganui,Levin,5510,"183 Oxford Street, Levin Shopping Centre, Levin, MWT, 5510",06 262 9191,-40.62308,175.28503,https://www.specsavers.co.nz/stores/levin,Optometry; Audiology,true
3832,Palmerston North - The Plaza,Active,New Zealand,Manawatu-Whanganui,Palmerston North,4410,"Shop 22, The Plaza, 84 The Square, Church Street, Palmerston North, 4410",06 355 8433,-40.357224,175.61357,https://www.specsavers.co.nz/stores/palmerstonnorth,Optometry; Audiology,true
3847,Whanganui,Active,New Zealand,Manawatu-Whanganui,Whanganui,4500,"87 Victoria Ave, Whanganui, Whanganui, 4500",06 345 9542,-39.93327,175.0522,https://www.specsavers.co.nz/stores/whanganui,Optometry; Audiology,true
3852,Blenheim,Active,New Zealand,Marlborough,Blenheim,7201,"67 Market Street, Blenheim Central, Blenheim, 7201",03 577 9644,-41.512814,173.95683,https://www.specsavers.co.nz/stores/blenheim,Optometry; Audiology,true
3834,Nelson CBD,Active,New Zealand,Nelson,Nelson,7010,"176 Trafalgar St, Nelson, Nelson, 7010",03 548 0168,-41.272705,173.28362,https://www.specsavers.co.nz/stores/nelson,Optometry; Audiology,true
3817,Kerikeri,Active,New Zealand,Northland,Kerikeri,0230,"Tenancy A, 33-35 Kerikeri Road, Kerikeri, 0230",09 407 7760,-35.229874,173.94717,https://www.specsavers.co.nz/stores/kerikeri,Optometry; Audiology,true
3818,Whangarei,Active,New Zealand,Northland,Whangarei,0110,"22 James St, Whangarei, 0110",09 438 3509,-35.7252,174.32185,https://www.specsavers.co.nz/stores/whangarei,Optometry; Audiology,true
3838,Dunedin,Active,New Zealand,Otago,Dunedin,9016,"290 George St, Dunedin, Dunedin, 9016",03 477 0301,-45.870113,170.50604,https://www.specsavers.co.nz/stores/dunedin,Optometry; Audiology,true
3872,South Dunedin,Active,New Zealand,Otago,Dunedin,9012,"155 King Edward Street, South Dunedin, Dunedin, 9012",,-45.894024,170.49876,https://www.specsavers.co.nz/stores/south-dunedin,Optometry; Audiology,true
3856,Queenstown- Remarkables,Active,New Zealand,Otago,Queenstown,9300,"Remarkables Park Town Centre, 12 Hawthorne Drive, Frankton, Queenstown, 9300",03 409 2678,-45.02575,168.74352,https://www.specsavers.co.nz/stores/queenstown,Optometry,false
3835,Invercargill,Active,New Zealand,Southland,Invercargill,9810,"1, 22 Kelvin St, Invercargill, 9810",03 218 1250,-46.411602,168.3505,https://www.specsavers.co.nz/stores/invercargill,Optometry; Audiology,true
3831,New Plymouth,Active,New Zealand,Taranaki,New Plymouth,4310,"104 Devon Street East, New Plymouth, 4310",06 758 2565,-39.056984,174.07745,https://www.specsavers.co.nz/stores/newplymouth,Optometry; Audiology,true
3805,Richmond Mall,Active,New Zealand,Tasman,Richmond,7020,"Shop 34 Richmond Mall, Cnr Queen, Croucher &amp; Talbot Streets, Richmond, 7020",03 544 2020,-41.33972,173.18542,https://www.specsavers.co.nz/stores/richmond,Optometry; Audiology,true
3813,Chartwell Shopping Centre,Active,New Zealand,Waikato,Hamilton,3210,"Chartwell Shopping Centre, Cnr Hukanui &amp; Comries Roads, Chartwell, Hamilton, 3210",07 853 6909,-37.750374,175.2788,https://www.specsavers.co.nz/stores/chartwell,Optometry; Audiology,true
3857,Hamilton CBD,Active,New Zealand,Waikato,Hamilton,3204,"54 Bryce St, Hamilton, 3204",07 839 5094,-37.785618,175.27953,https://www.specsavers.co.nz/stores/hamiltoncbd,Optometry; Audiology,true
3845,"Te Rapa, Te Awa - The Base",Active,New Zealand,Waikato,Hamilton,3200,"Shop 39, The Base, Cnr Te Rapa Road &amp; Wairere Drive, Te Rapa, Hamilton, 3200",07 850 5938,-37.74845,175.23355,https://www.specsavers.co.nz/stores/terapa,Optometry,false
3859,Taupo,Active,New Zealand,Waikato,Taupo,3330,"43 Horomatangi St, Taupo, 3330",07 378 1854,-38.68721,176.07149,https://www.specsavers.co.nz/stores/taupo,Optometry; Audiology,true
3869,Thames,Active,New Zealand,Waikato,Thames,3500,"Goldfields Shopping Centre, Shops 19&amp;21, Thames, 3500",07 868 6090,-37.138805,175.53926,https://www.specsavers.co.nz/stores/thames,Optometry; Audiology,true
3861,Masterton,Active,New Zealand,Wellington,Masterton,5810,"Shop 2, 227 Queen St, Masterton, 5810",06 370 1412,-40.951496,175.6594,https://www.specsavers.co.nz/stores/masterton,Optometry; Audiology,true
3851,Paraparaumu - Coastlands S'town,Active,New Zealand,Wellington,Paraparaumu,5032,"Shop 50, Coastlands Shoppingtown, State Highway 1, North Island, Paraparaumu, 5032",04 297 1138,-40.916477,175.00487,https://www.specsavers.co.nz/stores/paraparaumu,Optometry; Audiology,true
3844,Porirua - North City S/C,Active,New Zealand,Wellington,Porirua,5022,"Shop 151, North City Shopping Centre, 2 Titahi Bay Road, Porirua, Porirua, 5022",04 238 4030,-41.137283,174.83983,https://www.specsavers.co.nz/stores/porirua,Optometry; Audiology,true
3867,Upper Hutt,Active,New Zealand,Wellington,Upper Hutt,5018,"134-136 Main Street, Upper Hutt, 5018",04 528 0140,-41.12446,175.0717,https://www.specsavers.co.nz/stores/upperhutt,Optometry; Audiology,true
3858,Cuba Street - Wellington,Active,New Zealand,Wellington,Wellington,6011,"83 Cuba Street, Cnr Cuba Mall and Dixon Street, Wellington, 6011",04 801 9793,-41.2919,174.77666,https://www.specsavers.co.nz/stores/wellingtoncbdsouth,Optometry,false
3855,Johnsonville,Active,New Zealand,Wellington,Wellington,6037,"34 Johnsonville Road, Shop 45 Johnsonville Shopping Centre, Johnsonville, Wellington, 6037",04 478 5468,-41.22331,174.80688,https://www.specsavers.co.nz/stores/johnsonville,Optometry,false
3843,Lambton Quay - Wellington,Active,New Zealand,Wellington,Wellington,6011,"Shop 2A, 160 Lambton Quay, Wellington, Wellington, 6011",04 471 1069,-41.281353,174.77577,https://www.specsavers.co.nz/stores/wellingtonlambton,Optometry,false
3803,Lower Hutt - Queensgate S/C,Active,New Zealand,Wellington,Wellington,5010,"Shop 133, Queensgate Shopping Centre, Cnr Queens Drive and Bunny Street, Lower Hutt, Wellington, 5010",04 589 2717,-41.20998,174.90646,https://www.specsavers.co.nz/stores/lowerhutt,Optometry; Audiology,true
