id,name,status,country,state,city,postal_code,full_address,phone,latitude,longitude,official_url,services,audiology
3413,Corrimal Shopping Centre,Active,Australia,NSW,Corrimal,2518,"Shop 29-32 Corrimal Village, 270 Princes Highway, Corrimal, NSW, 2518",(02) 4283 3172,-34.37432,150.89778,https://www.specsavers.com.au/stores/corrimal,Optometry; Audiology,true
3531,Dapto,Active,Australia,NSW,Dapto,2530,"Dapto Mall, Shop 128, Dapto, NSW, 2530",(02) 4260 8645,-34.494804,150.7944,https://www.specsavers.com.au/stores/dapto,Optometry; Audiology,true
3681,Dubbo East,Active,Australia,NSW,Dubbo,2830,"Shop 14, Orana Mall Marketplace, 56 Windsor Parade, Dubbo, NSW, 2830",(02) 6882 8855,-32.255867,148.6309,https://www.specsavers.com.au/stores/dubbo-east,Optometry; Audiology,true
3489,Dubbo Square,Active,Australia,NSW,Dubbo,2830,"Shop 14B, Dubbo Square, 177 Macquarie Street, Dubbo, NSW, 2830",(02) 6882 8855,-32.250015,148.59955,https://www.specsavers.com.au/stores/dubbo,Optometry; Audiology,true
3446,East Maitland - Green Hills,Active,Australia,NSW,East Maitland,2323,"Shop 012/1 Molly Morgan Drive, East Maitland, NSW, 2323",(02) 4933 0844,-32.76294,151.59111,https://www.specsavers.com.au/stores/eastmaitland,Optometry; Audiology,true
3355,Eastgardens Westfield,Active,Australia,NSW,Eastgardens,2036,"Level 2, Westfield Eastgardens Shopping Centre, 152 Bunnerong Road, Eastgardens, NSW, 2036",(02) 8347 1499,-33.944916,151.22435,https://www.specsavers.com.au/stores/eastgardens,Optometry; Audiology,true
3331,Erina Fair,Active,Australia,NSW,Erina,2250,"Erina Fair Shopping Centre, Shop T095-T097, Terrigal Drive, Erina, NSW, 2250",(02) 4367 3666,-33.438686,151.39474,https://www.specsavers.com.au/stores/erina,Optometry; Audiology,true
3468,Fairfield - Neeta City S/C,Active,Australia,NSW,Fairfield,2165,"Shop G66, Neeta City S/C, 54 Smart Street, Fairfield, NSW, 2165",(02) 9723 3360,-33.868855,150.95642,https://www.specsavers.com.au/stores/fairfield,Optometry,false
3685,Figtree,Active,Australia,NSW,Figtree,2525,"Shop T29, Figtree Grove Shopping Centre, 19 Princes Highway, Figtree, NSW, 2525",(02) 4225 0827,-34.436413,150.86287,https://www.specsavers.com.au/stores/figtree,Optometry; Audiology,true
3613,Forster Stockland,Active,Australia,NSW,Forster,2428,"Shop 125, Stockland Forster Shopping Centre, Bresse Pde, Forster, NSW, 2428",(02) 6550 0922,-32.199314,152.51933,https://www.specsavers.com.au/stores/forster,Optometry; Audiology,true
3336,Glendale Stockland S/C,Active,Australia,NSW,Glendale,2285,"Shop 32, Stockland Shopping Centre, 387 Lake Road, Glendale, NSW, 2285",(02) 4956 5344,-32.93487,151.64267,https://www.specsavers.com.au/stores/glendale,Optometry; Audiology,true
3682,Glenmore Park,Active,Australia,NSW,Glenmore Park,2745,"Shop T11 Home Co., Glenmore Park Town Centre, Glenmore Park, NSW, 2745",(02) 4721 7725,-33.78896,150.66869,https://www.specsavers.com.au/stores/glenmore-park,Optometry,false
3334,Gosford - Imperial S/C,Active,Australia,NSW,Gosford,2250,"Shop 105/106, Imperial S/C, 171 Mann Street, Gosford, NSW, 2250",(02) 4325 3444,-33.425247,151.34248,https://www.specsavers.com.au/stores/gosford,Optometry,false
3498,Goulburn,Active,Australia,NSW,Goulburn,2580,"Shop 1 &amp; 2, The Belmore Centre, 210 Auburn Street, Goulburn, NSW, 2580",(02) 4821 4655,-34.75393,149.71866,https://www.specsavers.com.au/stores/goulburn,Optometry; Audiology,true
3605,Grafton Shoppingworld,Active,Australia,NSW,Grafton,2460,"Tenancy 12, Grafton Shoppingworld, 52-74 Fitzroy Street, Grafton, NSW, 2460",(02) 6675 0716,-29.692156,152.93628,https://www.specsavers.com.au/stores/grafton,Optometry; Audiology,true
3592,Griffith,Active,Australia,NSW,Griffith,2680,"Shop T3 &amp; 4A, Griffith Central Shopping Centre, 10-12 Yambil Street, Griffith, NSW, 2680",(02) 6912 2122,-34.290394,146.05164,https://www.specsavers.com.au/stores/griffith,Optometry; Audiology,true
3586,Carnes Hill,Active,Australia,NSW,Horningsea Park,2171,"Shop B10, Carnes Hill Marketplace, Cnr Cowpasture &amp; Kurrajong Roads, Horningsea Park, NSW, 2171",(02) 9190 5375,-33.93744,150.84517,https://www.specsavers.com.au/stores/carneshill,Optometry,false
3418,Hornsby Westfield,Active,Australia,NSW,Hornsby,2077,"Level 1, Shop 1076-1077 Westfield Hornsby, Cnr Florence and Hunter Streets, Hornsby, NSW, 2077",(02) 9476 0177,-33.704235,151.10081,https://www.specsavers.com.au/stores/hornsby,Optometry; Audiology,true
3402,Hurstville Westfield,Active,Australia,NSW,Hurstville,2220,"Shop 232 Westfield Hurstville, Hurstville, NSW, 2220",(02) 9580 0010,-33.966118,151.10483,https://www.specsavers.com.au/stores/hurstville,Optometry; Audiology,true
3344,Ingleburn,Active,Australia,NSW,Ingleburn,2565,"3/30-32 Oxford Rd, Ingleburn, NSW, 2565",(02) 9605 5751,-33.998306,150.86618,https://www.specsavers.com.au/stores/ingleburn,Optometry,false
3684,Inverell,Active,Australia,NSW,Inverell,2360,"71 Byron Street, Inverell, NSW, 2360",(02) 5732 1605,-29.773144,151.11284,https://www.specsavers.com.au/stores/inverell,Optometry,false
3471,Jesmond Central,Active,Australia,NSW,Jesmond,2299,"004/28 Blue Gum Rd, Jesmond, NSW, 2299",(02) 4951 6279,-32.90314,151.68979,https://www.specsavers.com.au/stores/jesmond,Optometry,false
3475,Katoomba,Active,Australia,NSW,Katoomba,2780,"98 Katoomba St, Katoomba, NSW, 2780",(02) 4782 4688,-33.714283,150.31181,https://www.specsavers.com.au/stores/katoomba,Optometry,false
3677,Kiama,Active,Australia,NSW,Kiama,2533,"143 Terralong Street, 143 Terralong Street, Kiama, NSW, 2533",(02) 4261 4300,-34.666958,150.85022,https://www.specsavers.com.au/stores/kiama,Optometry,false
3333,Kotara Westfield,Active,Australia,NSW,Kotara,2289,"Shop 15, Level 2, Westfield Kotara, Northcott Dr, Kotara, NSW, 2289",(02) 4952 3733,-32.942368,151.71138,https://www.specsavers.com.au/stores/kotara,Optometry; Audiology,true
3511,Lake Haven,Active,Australia,NSW,Lake Haven,2263,"Shop 61/62, Lake Haven Shopping Centre, Lake Haven Drive, Lake Haven, NSW, 2263",(02) 4394 2777,-33.240383,151.5039,https://www.specsavers.com.au/stores/lakehaven,Optometry; Audiology,true
3466,Lavington Square,Active,Australia,NSW,Lavington,2641,"Shop SP043, Lavington Square, 351 Griffith Road, Lavington, NSW, 2641",(02) 6025 2907,-36.048428,146.93512,https://www.specsavers.com.au/stores/lavington,Optometry; Audiology,true
3423,Leichhardt Marketplace,Active,Australia,NSW,Leichhardt,2040,"12/122-138 Flood Street, Leichhardt, NSW, 2040",(02) 9518 0234,-33.884857,151.14975,https://www.specsavers.com.au/stores/leichhardt,Optometry; Audiology,true
3638,Lidcombe,Active,Australia,NSW,Lidcombe,2141,"Shop G-010 &amp; G-011 Lidcombe Shopping Centre, 92 Parramatta Road, Lidcombe, NSW, 2141",(02) 9648 3556,-33.849342,151.04956,https://www.specsavers.com.au/stores/lidcombe,Optometry; Audiology,true
3299,Lismore S/C,Active,Australia,NSW,Lismore,2480,"Lismore Shopping Square,, Corner of Brewster and Uralba Street, Lismore, NSW, 2480",(02) 6621 8600,-28.811014,153.2871,https://www.specsavers.com.au/stores/lismore,Optometry; Audiology,true
3373,Liverpool Westfield,Active,Australia,NSW,Liverpool,2170,"122 Macquarie Street, Liverpool, NSW, 2170",(02) 9600 6864,-33.91972,150.9243,https://www.specsavers.com.au/stores/liverpool,Optometry,false
3647,Maroubra,Active,Australia,NSW,Maroubra,2035,"Shop 2, Pacific Square S/C, 737 Anzac Parade, Maroubra, NSW, 2035",(02) 8347 0933,-33.94028,151.23863,https://www.specsavers.com.au/stores/maroubra,Optometry; Audiology,true
3544,Marrickville,Active,Australia,NSW,Marrickville,2204,"Shop 86B/34 Victoria Road, Marrickville, NSW, 2204",(02) 9557 8108,-33.907146,151.17223,https://www.specsavers.com.au/stores/marrickville,Optometry,false
3532,Menai,Active,Australia,NSW,Menai,2234,"T30 Menai Marketplace S/C, 152-194 Allison Crescent, Menai, NSW, 2234",(02) 9543 7070,-34.01346,151.01581,https://www.specsavers.com.au/stores/menai,Optometry; Audiology,true
3454,Merrylands Stockland,Active,Australia,NSW,Merrylands,2160,"Shop 1016, Stockland Merrylands, 1 McFarlane Street, Merrylands, NSW, 2160",(02) 9637 7050,-33.834496,150.98941,https://www.specsavers.com.au/stores/merrylands,Optometry; Audiology,true
3417,Miranda Westfield Lv 2,Active,Australia,NSW,Miranda,2228,"Shop 2012, Level 2, Westfield Miranda, 600 Kingsway, Miranda, NSW, 2228",(02) 9524 0577,-34.03511,151.10007,https://www.specsavers.com.au/stores/miranda,Optometry,false
3559,Miranda Westfield Lvl 1,Active,Australia,NSW,Miranda,2228,"Shop 1096, Level 1, Westfield Miranda, 600 Kingsway, Miranda, NSW, 2228",(02) 9525 1733,-34.03511,151.10007,https://www.specsavers.com.au/stores/mirandaeast,Optometry; Audiology,true
3561,Mittagong,Active,Australia,NSW,Mittagong,2575,"Shop 18, Highlands Marketplace, 197 Old Hume Highway, Mittagong, NSW, 2575",(02) 4871 3844,-34.4473,150.43784,https://www.specsavers.com.au/stores/mittagong,Optometry; Audiology,true
3321,Morisset Square,Active,Australia,NSW,Morisset,2264,"Shops 16 &amp; 17, Morisset Square, 35 Yambo St, Morisset, NSW, 2264",(02) 4973 3003,-33.10645,151.48817,https://www.specsavers.com.au/stores/morisset,Optometry; Audiology,true
3323,Mt Druitt Westfield,Active,Australia,NSW,Mount Druitt,2770,"Westfield Mount Druitt, Cnr Carlisle Avenue &amp; Luxford Road, Mount Druitt, NSW, 2770",(02) 9832 2081,-33.767002,150.82048,https://www.specsavers.com.au/stores/mtdruitt,Optometry; Audiology,true
3335,Mt Hutton - Lake Macquarie,Active,Australia,NSW,Mt Hutton,2290,"Shop T76 Lake Macquarie Square, 46 -56 Wilsons Rd, Mt Hutton, NSW, 2290",(02) 4948 0100,-32.98463,151.67255,https://www.specsavers.com.au/stores/mthutton,Optometry; Audiology,true
3345,Narellan Town Centre,Active,Australia,NSW,Narellan,2567,"Shop 80 &amp; 81, Narellan Town Centre, 326 Camden Valley Way, Narellan, NSW, 2567",(02) 4647 4577,-34.04177,150.73727,https://www.specsavers.com.au/stores/narellan,Optometry; Audiology,true
3494,Neutral Bay,Active,Australia,NSW,Neutral Bay,2089,"Shops 1-3, 184 Military Road, Neutral Bay, NSW, 2089",(02) 8969 6254,-33.83119,151.2221,https://www.specsavers.com.au/stores/neutralbay,Optometry; Audiology,true
3632,Newcastle Marketown,Active,Australia,NSW,Newcastle West,2302,"Tenancy G-02, Marketown Shopping Centre, 23 Steel St, Newcastle West, NSW, 2302",(02) 4951 2855,-32.929016,151.76286,https://www.specsavers.com.au/stores/newcastlemarketown,Optometry; Audiology,true
3398,North Rocks Shopping Centre,Active,Australia,NSW,North Rocks,2151,"Shop 36 North Rocks S/C, 328 -336 North Rocks Road, North Rocks, NSW, 2151",(02) 9871 1177,-33.768658,151.02783,https://www.specsavers.com.au/stores/northrocks,Optometry; Audiology,true
3359,Macquarie S/C North Ryde,Active,Australia,NSW,North Ryde,2113,"Shop 9 Maquarie Shopping Centre, Cnr Herring &amp; Waterloo Roads, North Ryde, NSW, 2113",(02) 9889 2556,-33.777058,151.12158,https://www.specsavers.com.au/stores/northryde,Optometry; Audiology,true
3356,North Sydney - Greenwood Plaza,Active,Australia,NSW,North Sydney,2060,"Shop M13-14 Greenwood Plaza, Pacific Highway, North Sydney, NSW, 2060",(02) 9460 3300,-33.840374,151.2077,https://www.specsavers.com.au/stores/northsydney,Optometry,false
3315,Nowra Central,Active,Australia,NSW,Nowra,2541,"57 Kinghorne St, Cnr Worrigee &amp; Kinghorne Streets, Nowra, NSW, 2541",(02) 4421 0500,-34.87682,150.60243,https://www.specsavers.com.au/stores/nowracentral,Optometry; Audiology,true
3316,Nowra Plaza,Active,Australia,NSW,Nowra,2541,"Shop 20 &amp; 21 Nowra Centre Plaza, 32-60 East Street, Nowra, NSW, 2541",(02) 4423 1811,-34.87693,150.60666,https://www.specsavers.com.au/stores/nowra-plaza,Optometry; Audiology,true
3675,Oran Park,Active,Australia,NSW,Oran Park,2570,"Q4 351 Oran Park Drive, Oran Park, NSW, 2570",(02) 4620 0801,-34.000046,150.74046,https://www.specsavers.com.au/stores/oranpark,Optometry,false
3517,Orange,Active,Australia,NSW,Orange,2800,"Shop No 122, Orange Central S/C, 227-237 Summer Street, Orange, NSW, 2800",(02) 6362 1045,-33.28267,149.10057,https://www.specsavers.com.au/stores/orange,Optometry; Audiology,true
3625,Parramatta Westfield - Level 1,Active,Australia,NSW,Parramatta,2150,"Parramatta Westfield Shop 1150, Level 1, 159 - 175 Church Street, Parramatta, NSW, 2150",(02) 9633 2480,-33.817665,151.00162,https://www.specsavers.com.au/stores/parramattasouth,Optometry; Audiology,true
3385,Parramatta Westfield - Level 5,Active,Australia,NSW,Parramatta,2150,"Westfield Parramatta, 5070/159-175 Church Street, Parramatta, NSW, 2150",(02) 9635 6233,-33.817642,151.00197,https://www.specsavers.com.au/stores/parramatta,Optometry,false
3578,Penrith Nepean,Active,Australia,NSW,Penrith,2750,"SP007, Nepean Village, Woodriff St, Penrith, NSW, 2750",(02) 4721 4333,-33.75792,150.69188,https://www.specsavers.com.au/stores/penrithnepean,Optometry; Audiology,true
3386,Penrith Westfield,Active,Australia,NSW,Penrith,2750,"Westfield Penrith S/C, 585 High Street, Penrith, NSW, 2750",(02) 4732 4677,-33.75123,150.69214,https://www.specsavers.com.au/stores/penrith,Optometry; Audiology,true
3528,Plumpton Marketplace,Active,Australia,NSW,Plumpton,2761,"Shop 27/28 Plumpton Marketplace, 28 Hyatts Road, Plumpton, NSW, 2761",(02) 9625 0848,-33.74577,150.83592,https://www.specsavers.com.au/stores/plumpton,Optometry; Audiology,true
3438,Port Macquarie,Active,Australia,NSW,Port Macquarie,2444,"2/46 Horton St, Port Macquarie, NSW, 2444",(02) 6583 5174,-31.430004,152.90842,https://www.specsavers.com.au/stores/portmacquarie,Optometry; Audiology,true
3584,Port Macquarie West,Active,Australia,NSW,Port Macquarie,2444,"Settlement City Shopping Centre, Cnr Park and Bay Streets, Port Macquarie, NSW, 2444",(02) 6583 5177,-31.426834,152.89526,https://www.specsavers.com.au/stores/portmacquariewest,Optometry; Audiology,true
3574,Queanbeyan - Riverside,Active,Australia,NSW,Queanbeyan,2620,"Riverside Plaza Queanbeyan, 22/131 Monaro Street, Queanbeyan, NSW, 2620",(02) 6232 9533,-35.35333,149.23451,https://www.specsavers.com.au/stores/queanbeyan,Optometry; Audiology,true
3313,Randwick - Royal Randwick,Active,Australia,NSW,Randwick,2031,"73 Belmore Rd, Shop 57 Royal Randwick Shopping Centre, Randwick, NSW, 2031",(02) 9326 6040,-33.915173,151.24101,https://www.specsavers.com.au/stores/randwick,Optometry,false
3652,Raymond Terrace,Active,Australia,NSW,Raymond Terrace,2324,"Shop 22, Raymond Terrace Marketplace, 35 William Street, Raymond Terrace, NSW, 2324",(02) 4062 1110,-32.761185,151.74434,https://www.specsavers.com.au/stores/raymondterrace,Optometry; Audiology,true
3588,Rhodes,Active,Australia,NSW,Rhodes,2138,"Rhodes Waterside S/C, 1 Rider Blvd, Shop 59, Rhodes, NSW, 2138",(02) 8384 0325,-33.835712,151.08524,https://www.specsavers.com.au/stores/rhodes,Optometry; Audiology,true
3439,Richmond Marketplace,Active,Australia,NSW,Richmond,2753,"Shop 4 &amp; 5 Richmond Marketplace, March Street, Richmond, NSW, 2753",(02) 4578 3905,-33.600674,150.75275,https://www.specsavers.com.au/stores/richmond,Optometry; Audiology,true
3546,Rockdale,Active,Australia,NSW,Rockdale,2216,"1 Rockdale Plaza Drive, Rockdale Plaza, Rockdale, NSW, 2216",(02) 9587 6755,-33.95821,151.14012,https://www.specsavers.com.au/stores/rockdale,Optometry; Audiology,true
3419,Roselands,Active,Australia,NSW,Roselands,2196,"Shop G017, Roselands Shopping Centre, Roselands Drive, Roselands, NSW, 2196",(02) 9758 4937,-33.93476,151.06874,https://www.specsavers.com.au/stores/roselands,Optometry; Audiology,true
3526,Rouse Hill Town Centre,Active,Australia,NSW,Rouse Hill,2155,"Shop GR 058/59, Rouse Hill Town Centre, Corner Windsor Road &amp; White Hart Drive, Rouse Hill, NSW, 2155",(02) 8205 7940,-33.691624,150.92526,https://www.specsavers.com.au/stores/rousehill,Optometry; Audiology,true
3428,Top Ryde City,Active,Australia,NSW,Ryde,2112,"Shop 2005, Level LG1, Top Ryde City Shopping Centre, Cnr Devlin St &amp;, Blaxland Rd, Ryde, NSW, 2112",(02) 9807 5049,-33.81218,151.10602,https://www.specsavers.com.au/stores/topryde,Optometry; Audiology,true
3563,Salamander Bay,Active,Australia,NSW,Salamander Bay,2317,"Shop G016 Salamander S/C, 2 Town Centre Circuit, Salamander Bay, NSW, 2317",(02) 4982 7788,-32.73578,152.1069,https://www.specsavers.com.au/stores/salamander-bay,Optometry; Audiology,true
3516,Seven Hills,Active,Australia,NSW,Seven Hills,2147,"Shop 57, Seven Hills Plaza, Cnr Prospect Hwy &amp; Federal Road, Seven Hills, NSW, 2147",(02) 9622 4964,-33.775494,150.93121,https://www.specsavers.com.au/stores/sevenhills,Optometry,false
3377,Shellharbour Stockland,Active,Australia,NSW,Shellharbour City,2529,"Shop 52, Stockland Shellharbour Shopping Centre, 211  Lake Entrance Road, Shellharbour City, NSW, 2529",(02) 4296 2342,-34.56457,150.839,https://www.specsavers.com.au/stores/shellharbour,Optometry; Audiology,true
3614,Singleton,Active,Australia,NSW,Singleton,2330,"Shop 26 Singleton Square, 1 Gowrie St, Singleton, Singleton, NSW, 2330",(02) 6528 0720,-32.566017,151.16463,https://www.specsavers.com.au/stores/singleton,Optometry; Audiology,true
3637,St Ives,Active,Australia,NSW,St Ives,2075,"196 Mona Vale Rd, St Ives, NSW, 2075",(02) 9423 0225,-33.730137,151.16032,https://www.specsavers.com.au/stores/stives,Optometry; Audiology,true
3496,St Marys Village S/C,Active,Australia,NSW,St Marys,2760,"Shop 33, St Marys Village, Charles Hackett Drive, St Marys, NSW, 2760",(02) 9673 1068,-33.76669,150.77034,https://www.specsavers.com.au/stores/stmarys,Optometry,false
3367,Stanhope Gardens,Active,Australia,NSW,Stanhope Gardens,2768,"Shop 39 Stanhope Village S/C, Cnr Stanhope Parkway &amp; Sentry Drive, Stanhope Gardens, NSW, 2768",(02) 9836 2769,-33.71977,150.92029,https://www.specsavers.com.au/stores/stanhopegardens,Optometry; Audiology,true
