store_id,location_setting,canonical_name,place_type,official_url,evidence_basis,confidence,source_date,owner,manager,place_official_url
oscar-wylee-110,High Street,Brisbane Street,High Street Corridor,https://www.oscarwylee.com.au/locations/locations/optometrist-launceston.html,Official store page describes a Brisbane Street CBD shop opposite Quadrant Mall,High,2026-09-02,,
specsavers-3525,Shopping Centre,Box Hill Central South,Shopping Centre,https://www.specsavers.com.au/stores/boxhill,Current official address explicitly places the store in Box Hill Central South despite the retained North label,Medium,2026-09-02,,
specsavers-3449,Shopping Centre,Barkly Square,Shopping Centre,https://www.specsavers.com.au/stores/brunswick,Official address matches the Barkly Square tenancy at 90-106 Sydney Road,Medium,2026-09-02,,
oscar-wylee-29,Shopping Centre,Chirnside Park Shopping Centre,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-chirnside-park.html,Official store name and address explicitly identify Chirnside Park Shopping Centre,High,2026-09-02,,
oscar-wylee-138,Shopping Centre,Craigieburn Central,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-craigieburn.html,Official store name and address explicitly identify Craigieburn Central,High,2026-09-02,,
specsavers-3667,High Street,Main Street Croydon,High Street Corridor,https://www.specsavers.com.au/stores/croydon,Official address and the Croydon Main Street precinct directory identify a street-front tenancy,High,2026-09-02,,,https://www.croydonmainstreet.com.au/find-a-store/
specsavers-3256,Shopping Centre,Brimbank Central,Shopping Centre,https://www.specsavers.com.au/stores/deerpark,Official store name and address explicitly identify Brimbank Central,High,2026-09-02,,
oscar-wylee-32,Shopping Centre,Pacific Epping,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-epping.html,Official store name and address explicitly identify Pacific Epping,High,2026-09-02,,
specsavers-3353,Shopping Centre,Pacific Epping,Shopping Centre,https://www.specsavers.com.au/stores/epping,Official address explicitly names Pacific Epping,High,2026-09-02,,
oscar-wylee-126,Shopping Centre,Mildura Central,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-mildura.html,Official store name and address explicitly identify Mildura Central,High,2026-09-02,,
oscar-wylee-64,Shopping Centre,Moonee Ponds Central,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-moonee-ponds.html,Official address explicitly names Moonee Ponds Central,High,2026-09-02,,
oscar-wylee-95,Shopping Centre,Mornington Central,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-mornington.html,Official store name and address explicitly identify Mornington Central,High,2026-09-02,,
opsm-1360,Shopping Centre,Westfield Fountain Gate,Shopping Centre,https://www.opsm.com.au/en/opsm-au/find-store,Official store name and Fountain Gate address match the Westfield tenancy,High,2026-09-02,,
oscar-wylee-22,Shopping Centre,Pacific Werribee,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-werribee.html,Official store name and address explicitly identify Pacific Werribee,High,2026-09-02,,
specsavers-3267,Shopping Centre,Pacific Werribee,Shopping Centre,https://www.specsavers.com.au/stores/werribee,Official store name and address explicitly identify Pacific Werribee,High,2026-09-02,,
specsavers-3236,Shopping Centre,Armadale Central,Shopping Centre,https://www.specsavers.com.au/stores/armadale,Official address matches the Armadale Central tenancy on Orchard Avenue,Medium,2026-09-02,,
oscar-wylee-148,Shopping Centre,Ellenbrook Central,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-ellenbrook.html,Official store name and address explicitly identify Ellenbrook Central,High,2026-09-02,,
opsm-1112,Shopping Centre,Floreat Forum,Shopping Centre,https://www.floreatforum.com.au/store/opsm/,Official Floreat Forum directory lists OPSM as a tenant,High,2026-09-02,,,https://www.floreatforum.com.au/
specsavers-3535,Shopping Centre,Stirlings Central,Shopping Centre,https://www.specsavers.com.au/stores/geraldton,Official address explicitly names Stirlings Central,High,2026-09-02,,
specsavers-3579,Shopping Centre,Halls Head Central,Shopping Centre,https://www.specsavers.com.au/stores/hallshead,Official address explicitly names Halls Head Central,High,2026-09-02,,
oscar-wylee-60,Shopping Centre,Lakeside Joondalup,Shopping Centre,https://www.oscarwylee.com.au/locations/locations/optometrist-joondalup.html,Official address identifies the Lakeside Shopping City tenancy at Joondalup,High,2026-09-02,,
specsavers-3464,Shopping Centre,Phoenix Shopping Centre,Shopping Centre,https://www.specsavers.com.au/stores/spearwood,Official store label and address identify the Phoenix shopping-centre tenancy,High,2026-09-02,,
specsavers-3644,High Street,Rokeby Road,High Street Corridor,https://www.specsavers.com.au/stores/subiaco,Official address is in the Rogerson Building on Rokeby Road with no centre tenancy identified,Medium,2026-09-02,,
specsavers-3234,Shopping Centre,Victoria Park Central,Shopping Centre,https://www.specsavers.com.au/stores/victoriapark,Official store name and address explicitly identify Victoria Park Central,High,2026-09-02,,
specsavers-3472,Shopping Centre,Wanneroo Central,Shopping Centre,https://www.specsavers.com.au/stores/wanneroo,Official store name and address explicitly identify Wanneroo Central,High,2026-09-02,,
specsavers-3462,Shopping Centre,Warwick Grove,Shopping Centre,https://www.specsavers.com.au/stores/warwick,Official address explicitly names Warwick Grove,High,2026-09-02,,
opsm-nz-1690,Shopping Centre,Chartwell Shopping Centre,Shopping Centre,https://www.chartwellshopping.co.nz/stores/opsm,Official Chartwell Shopping Centre directory lists OPSM as a tenant,High,2026-09-02,,,https://www.chartwellshopping.co.nz/
specsavers-nz-3845,Shopping Centre,Te Awa at The Base,Shopping Centre,https://www.specsavers.co.nz/stores/terapa,Official store name and address explicitly identify Te Awa at The Base,High,2026-09-02,,
specsavers-nz-3861,High Street,Queen Street Masterton,High Street Corridor,https://www.specsavers.co.nz/stores/masterton,Official address is a Queen Street shopfront with no named shopping centre,Medium,2026-09-02,,
specsavers-nz-3843,High Street,Lambton Quay,High Street Corridor,https://www.specsavers.co.nz/stores/wellingtonlambton,Official address is a Lambton Quay shopfront with no named shopping centre,Medium,2026-09-02,,
opsm-nz-2830,High Street,The Strand,High Street Corridor,https://careers.essilorluxottica.com/job/Bay-Of-Plenty-Store-Manager-OPSM-FT-NZ-Whakatane/1411559833/,Current official OPSM locator and current EssilorLuxottica recruitment confirm the operating Whakatane store at 185 The Strand; the adjacent verified optical tenancy is also street-front,Medium,2026-09-02,,
opsm-1304,High Street,George Street,High Street Corridor,https://www.opsm.com.au/stores/nsw/sydney/opsm-george-street/1304,Official OPSM store page confirms a numbered 413 George Street tenancy with no shopping-centre evidence,High,2026-09-02,,
specsavers-3581,Shopping Centre,Westfield Sydney,Shopping Centre,https://www.westfield.com.au/sydney/store/bRWvJBtq1MMQc8sqUM2Yc/specsavers,Official Westfield directory lists Specsavers as a Westfield Sydney tenant and the retailer address identifies Westfield Sydney Central,High,2026-09-02,,,https://www.westfield.com.au/sydney/store/bRWvJBtq1MMQc8sqUM2Yc/specsavers
opsm-1311,Shopping Centre,Deepwater Plaza,Shopping Centre,https://www.deepwaterplaza.com.au/centre-map/,Official Deepwater Plaza centre map lists OPSM at shop 32 inside the centre,High,2026-09-02,,,https://www.deepwaterplaza.com.au/
opsm-1320,Shopping Centre,Lake Haven Centre,Shopping Centre,https://www.lakehavencentre.com.au/stores/opsm,Official Lake Haven Centre directory lists OPSM as an active centre tenant,High,2026-09-02,,,https://www.lakehavencentre.com.au/
opsm-1384,Shopping Centre,Riverside Plaza,Shopping Centre,https://riversideplaza.com.au/retailer/opsm/,Official Riverside Plaza directory lists OPSM at tenancy G-002 inside the centre,High,2026-09-02,,,https://riversideplaza.com.au/
opsm-1562,Shopping Centre,Hyperdome,Shopping Centre,https://hyperdomeshopping.com.au/retailer/opsm-hyperdome/,The current Hyperdome directory lists OPSM at Shop 13 inside the centre,High,2026-09-02,,,https://hyperdomeshopping.com.au/
opsm-1263,Shopping Centre,Sunshine Plaza,Shopping Centre,https://www.sunshineplaza.com/stores/opsm,The current Sunshine Plaza directory lists OPSM on Level G inside the centre,High,2026-09-02,,,https://www.sunshineplaza.com/
