membership_id,place_id,tenant_id,tenant_name,category,anchor_flag,selection_basis,status,source_url,source_type,verified_at,confidence,source_date
key-homeco-penrith-bing-lee,place-au-unknown-homeco-way-536334280,tenant-bing-lee,Bing Lee,Technology,true,Shown in official asset material,Active,https://www.hmccapital.com.au/investor-centre/pds/,Official portfolio material,2026-09-03,Medium
key-homeco-penrith-nick-scali,place-au-unknown-homeco-way-536334280,tenant-nick-scali,Nick Scali,Design and lifestyle,true,Shown in official asset material,Active,https://www.hmccapital.com.au/investor-centre/pds/,Official portfolio material,2026-09-03,Medium
key-narellan-big-w,place-au-nsw-narellan-town-centre,tenant-big-w,BIG W,Department-store anchor,true,Named on the current official centre map,Active,https://www.narellantowncentre.com.au/shop/centre-map,Official centre directory,2026-09-03,High
key-narellan-kmart,place-au-nsw-narellan-town-centre,tenant-kmart,Kmart,Department-store anchor,true,Named on the current official centre map,Active,https://www.narellantowncentre.com.au/shop/centre-map,Official centre directory,2026-09-03,High
key-narellan-coles,place-au-nsw-narellan-town-centre,tenant-coles,Coles,Supermarket anchor,true,Named on the current official centre map,Active,https://www.narellantowncentre.com.au/shop/centre-map,Official centre directory,2026-09-03,High
key-narellan-woolworths,place-au-nsw-narellan-town-centre,tenant-woolworths,Woolworths,Supermarket anchor,true,Named in current official access guidance,Active,https://www.narellantowncentre.com.au/customer-service/getting-here,Official centre information,2026-09-03,High
key-narellan-h-and-m,place-au-nsw-narellan-town-centre,tenant-h-and-m,H&M,Contemporary fashion,false,Named on the current official centre map,Active,https://www.narellantowncentre.com.au/shop/centre-map,Official centre directory,2026-09-03,High
key-narellan-decjuba,place-au-nsw-narellan-town-centre,tenant-decjuba,DECJUBA,Contemporary fashion,false,Named on the current official centre map,Active,https://www.narellantowncentre.com.au/shop/centre-map,Official centre directory,2026-09-03,High
key-narellan-foot-locker,place-au-nsw-narellan-town-centre,tenant-foot-locker,Foot Locker,Youth fashion,false,Named on the current official centre map,Active,https://www.narellantowncentre.com.au/shop/centre-map,Official centre directory,2026-09-03,High
key-narellan-jb-hi-fi,place-au-nsw-narellan-town-centre,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in current official access guidance,Active,https://www.narellantowncentre.com.au/customer-service/getting-here,Official centre information,2026-09-03,High
key-smithfield-coles,place-au-qld-cairns-smithfield-centre,tenant-coles,Coles,Supermarket anchor,true,Current official tenant page,Active,https://www.smithfieldcentre.com.au/stores/coles/,Official tenant page,2026-09-03,High
key-smithfield-woolworths,place-au-qld-cairns-smithfield-centre,tenant-woolworths,Woolworths,Supermarket anchor,true,Current official tenant page,Active,https://www.smithfieldcentre.com.au/stores/woolworths/,Official tenant page,2026-09-03,High
key-smithfield-kmart,place-au-qld-cairns-smithfield-centre,tenant-kmart,Kmart,Department-store anchor,true,Current official tenant page,Active,https://www.smithfieldcentre.com.au/stores/kmart/,Official tenant page,2026-09-03,High
key-smithfield-skechers,place-au-qld-cairns-smithfield-centre,tenant-skechers,Skechers,Activewear,false,Named in current official leasing context,Active,https://www.smithfieldcentre.com.au/centre-information/pop-up-retail/,Official centre leasing page,2026-09-03,High
key-smithfield-rockwear,place-au-qld-cairns-smithfield-centre,tenant-rockwear,Rockwear,Activewear,false,Named in current official leasing context,Active,https://www.smithfieldcentre.com.au/centre-information/pop-up-retail/,Official centre leasing page,2026-09-03,High
key-smithfield-wholelife,place-au-qld-cairns-smithfield-centre,tenant-wholelife,WholeLife Healthfoods Market,Premium grocery,false,Current official tenant page,Active,https://www.smithfieldcentre.com.au/stores/wholelife-healthfoods/,Official tenant page,2026-09-03,High
key-kingston-woolworths,place-au-unknown-kingston-village-shopping-centre,tenant-woolworths,Woolworths,Supermarket anchor,true,Current official centre trading page,Active,https://kingstonvillage.com.au/trading-hours-location/,Official centre information,2026-09-03,High
key-cairns-central-myer,place-au-qld-cairns-shopping-centre,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://cairnscentral.com.au/stores/myer/,Official tenant page,2026-09-03,High
key-cairns-central-target,place-au-qld-cairns-shopping-centre,tenant-target,Target,Department-store anchor,true,Current official tenant page,Active,https://cairnscentral.com.au/stores/target/,Official tenant page,2026-09-03,High
key-cairns-central-kmart,place-au-qld-cairns-shopping-centre,tenant-kmart,Kmart,Department-store anchor,true,Current official tenant page,Active,https://cairnscentral.com.au/stores/kmart/,Official tenant page,2026-09-03,High
key-cairns-central-coles,place-au-qld-cairns-shopping-centre,tenant-coles,Coles,Supermarket anchor,true,Named in current official centre information,Active,https://cairnscentral.com.au/centre-info/,Official centre information,2026-09-03,High
key-cairns-central-woolworths,place-au-qld-cairns-shopping-centre,tenant-woolworths,Woolworths,Supermarket anchor,true,Named in current official centre information,Active,https://cairnscentral.com.au/centre-info/,Official centre information,2026-09-03,High
key-cairns-central-country-road,place-au-qld-cairns-shopping-centre,tenant-country-road,Country Road,Premium fashion,false,Named in current official directory,Active,https://cairnscentral.com.au/shop/,Official centre directory,2026-09-03,High
key-cairns-central-mecca,place-au-qld-cairns-shopping-centre,tenant-mecca,MECCA,Beauty,false,Named in current official directory,Active,https://cairnscentral.com.au/shop/,Official centre directory,2026-09-03,High
key-cairns-central-lorna-jane,place-au-qld-cairns-shopping-centre,tenant-lorna-jane,Lorna Jane,Activewear,false,Named in current official directory,Active,https://cairnscentral.com.au/shop/,Official centre directory,2026-09-03,High
key-cairns-central-jd-sports,place-au-qld-cairns-shopping-centre,tenant-jd-sports,JD Sports,Youth fashion,false,Named in current official directory,Active,https://cairnscentral.com.au/shop/,Official centre directory,2026-09-03,High
key-cairns-central-jb-hi-fi,place-au-qld-cairns-shopping-centre,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in current official directory,Active,https://cairnscentral.com.au/shop/,Official centre directory,2026-09-03,High
key-cairns-central-coffee-club,place-au-qld-cairns-shopping-centre,tenant-coffee-club,The Coffee Club,Hospitality,false,Named in current official directory,Active,https://cairnscentral.com.au/shop/,Official centre directory,2026-09-03,High
key-mt-annan-coles,place-au-unknown-mt-annan-central,tenant-coles,Coles,Supermarket anchor,true,Named in current official directory,Active,https://www.mtannancentral.com.au/stores,Official centre directory,2026-09-03,High
key-mt-annan-gloria-jeans,place-au-unknown-mt-annan-central,tenant-gloria-jeans,Gloria Jean's Coffees,Hospitality,false,Named in current official directory,Active,https://www.mtannancentral.com.au/stores,Official centre directory,2026-09-03,High
key-mt-annan-pearl-nails,place-au-unknown-mt-annan-central,tenant-pearl-nails,Pearl Nails and Beauty,Beauty,false,Named in current official directory,Active,https://www.mtannancentral.com.au/stores,Official centre directory,2026-09-03,High
key-belconnen-aldi,place-au-act-westfield-belconnen,tenant-aldi,ALDI,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/belconnen/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-belconnen-kmart,place-au-act-westfield-belconnen,tenant-kmart,Kmart,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/belconnen/browse-stores/home/home-appliances,Official centre directory,2026-09-03,High,2026-09-03
key-belconnen-jb-hi-fi,place-au-act-westfield-belconnen,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Current official tenant page,Active,https://www.westfield.com.au/belconnen/store/3FUktLB99SqCKAyKsMaECm/jb-hifi,Official tenant page,2026-09-03,High,2026-09-03
key-belconnen-house,place-au-act-westfield-belconnen,tenant-house,House,Design and lifestyle,false,Named in current official directory,Active,https://www.westfield.com.au/belconnen/browse-stores/home/home-appliances,Official centre directory,2026-09-03,High,2026-09-03
key-bondi-myer,place-au-nsw-bondi-junction-westfield,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://www.westfield.com.au/bondijunction/store/6cnzTSloYggQYIiwaquOqe/myer,Official tenant page,2026-09-03,High,2026-09-03
key-bondi-woolworths,place-au-nsw-bondi-junction-westfield,tenant-woolworths,Woolworths,Supermarket anchor,true,Current official tenant page,Active,https://www.westfield.com.au/bondijunction/store/2TlpCbzpMIcyGCyck24wYy/woolworths,Official tenant page,2026-09-03,High,2026-09-03
key-bondi-gucci,place-au-nsw-bondi-junction-westfield,tenant-gucci,Gucci,Luxury,false,Named in current official directory,Active,https://www.westfield.com.au/bondijunction/browse-stores/luxury-and-premium/luxury,Official centre directory,2026-09-03,High,2026-09-03
key-bondi-aesop,place-au-nsw-bondi-junction-westfield,tenant-aesop,Aesop,Beauty,false,Named in current official directory,Active,https://www.westfield.com.au/bondijunction/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chatswood-aldi,place-au-nsw-westfield-chatswood,tenant-aldi,ALDI,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/chatswood/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chatswood-asics,place-au-nsw-westfield-chatswood,tenant-asics,ASICS,Activewear,false,Named in current official directory,Active,https://www.westfield.com.au/chatswood/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chatswood-aesop,place-au-nsw-westfield-chatswood,tenant-aesop,Aesop,Beauty,false,Named in current official directory,Active,https://www.westfield.com.au/chatswood/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chatswood-bed-bath-table,place-au-nsw-westfield-chatswood,tenant-bed-bath-table,Bed Bath N' Table,Design and lifestyle,false,Named in current official directory,Active,https://www.westfield.com.au/chatswood/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chatswood-bettys,place-au-nsw-westfield-chatswood,tenant-bettys-burgers,Betty's Burgers,Hospitality,false,Named in current official directory,Active,https://www.westfield.com.au/chatswood/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-eastgardens-kmart,place-au-nsw-westfield-eastgardens,tenant-kmart,Kmart,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/eastgardens/browse-stores/department-stores,Official centre directory,2026-09-03,High,2026-09-03
key-eastgardens-coles,place-au-nsw-westfield-eastgardens,tenant-coles,Coles,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/eastgardens/browse-stores/fresh-food-and-groceries/supermarkets,Official centre directory,2026-09-03,High,2026-09-03
key-eastgardens-country-road,place-au-nsw-westfield-eastgardens,tenant-country-road,Country Road,Premium fashion,false,Named in current official directory,Active,https://www.westfield.com.au/eastgardens/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-eastgardens-jd-sports,place-au-nsw-westfield-eastgardens,tenant-jd-sports,JD Sports,Youth fashion,false,Named in current official directory,Active,https://www.westfield.com.au/eastgardens/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-kotara-david-jones,place-au-nsw-westfield-kotara,tenant-david-jones,David Jones,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/kotara/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-kotara-kmart,place-au-nsw-westfield-kotara,tenant-kmart,Kmart,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/kotara/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-kotara-country-road,place-au-nsw-westfield-kotara,tenant-country-road,Country Road,Premium fashion,false,Named in current official directory,Active,https://www.westfield.com.au/kotara/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-kotara-jb-hi-fi,place-au-nsw-westfield-kotara,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in current official directory,Active,https://www.westfield.com.au/kotara/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-kotara-aje-athletica,place-au-nsw-westfield-kotara,tenant-aje-athletica,Aje Athletica,Activewear,false,Named in current official directory,Active,https://www.westfield.com.au/kotara/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-miranda-david-jones,place-au-nsw-westfield-miranda,tenant-david-jones,David Jones,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/miranda/browse-stores/department-stores,Official centre directory,2026-09-03,High,2026-09-03
key-miranda-big-w,place-au-nsw-westfield-miranda,tenant-big-w,BIG W,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/miranda/browse-stores/department-stores,Official centre directory,2026-09-03,High,2026-09-03
key-miranda-mecca,place-au-nsw-westfield-miranda,tenant-mecca,MECCA,Beauty,false,Named in current official directory,Active,https://www.westfield.com.au/miranda/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-miranda-country-road,place-au-nsw-westfield-miranda,tenant-country-road,Country Road,Premium fashion,false,Named in current official directory,Active,https://www.westfield.com.au/miranda/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-miranda-jb-hi-fi,place-au-nsw-westfield-miranda,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in current official directory,Active,https://www.westfield.com.au/miranda/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-erina-kmart,place-au-nsw-erina-fair,tenant-kmart,Kmart,Department-store anchor,true,Current individual tenant page in the official centre directory,Active,https://erinafair.com.au/store-directory/kmart/,Official centre tenant page,2026-09-03,High,2026-09-03
key-erina-coles,place-au-nsw-erina-fair,tenant-coles,Coles,Supermarket anchor,true,Current individual tenant page in the official centre directory,Active,https://erinafair.com.au/store-directory/coles/,Official centre tenant page,2026-09-03,High,2026-09-03
key-erina-decjuba,place-au-nsw-erina-fair,tenant-decjuba,DECJUBA,Contemporary fashion,false,Named in official directory last updated June 2023,Uncertain,https://erinafair.com.au/wp-content/uploads/2026/01/13697_ll_erina-fair-handheld-store-directory-update_print.pdf,Official centre directory,2026-09-03,Medium,2023-06-01
key-erina-lorna-jane,place-au-nsw-erina-fair,tenant-lorna-jane,Lorna Jane,Activewear,false,Named in official directory last updated June 2023,Uncertain,https://erinafair.com.au/wp-content/uploads/2026/01/13697_ll_erina-fair-handheld-store-directory-update_print.pdf,Official centre directory,2026-09-03,Medium,2023-06-01
key-warringah-david-jones,place-au-nsw-westfield-warringah-mall,tenant-david-jones,David Jones,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/warringahmall/browse-stores/department-stores,Official centre directory,2026-09-03,High,2026-09-03
key-warringah-coles,place-au-nsw-westfield-warringah-mall,tenant-coles,Coles,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/warringahmall/browse-stores/fresh-food-and-groceries,Official centre directory,2026-09-03,High,2026-09-03
key-warringah-country-road,place-au-nsw-westfield-warringah-mall,tenant-country-road,Country Road,Premium fashion,false,Named in current official directory,Active,https://www.westfield.com.au/warringahmall/browse-stores/clothing-and-accessories/womens-fashion/lingerie-intimates-and-sleepwear,Official centre directory,2026-09-03,High,2026-09-03
key-warringah-asics,place-au-nsw-westfield-warringah-mall,tenant-asics,ASICS,Activewear,false,Named in current official directory,Active,https://www.westfield.com.au/warringahmall/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-warringah-jb-hi-fi,place-au-nsw-westfield-warringah-mall,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in current official directory,Active,https://www.westfield.com.au/warringahmall/browse-stores/electronics-and-technology/mobile-and-accessories,Official centre directory,2026-09-03,High,2026-09-03
key-carindale-david-jones,place-au-qld-westfield-carindale,tenant-david-jones,David Jones,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/carindale/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-carindale-aldi,place-au-qld-westfield-carindale,tenant-aldi,ALDI,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/carindale/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-carindale-apple,place-au-qld-westfield-carindale,tenant-apple,Apple Store,Technology,false,Named in current official directory,Active,https://www.westfield.com.au/carindale/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-carindale-aesop,place-au-qld-westfield-carindale,tenant-aesop,Aesop,Beauty,false,Named in current official directory,Active,https://www.westfield.com.au/carindale/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chermside-david-jones,place-au-qld-westfield-chermside,tenant-david-jones,David Jones,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/chermside/browse-stores/department-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chermside-aesop,place-au-qld-westfield-chermside,tenant-aesop,Aesop,Beauty,false,Named in current official directory,Active,https://www.westfield.com.au/chermside/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chermside-aje-athletica,place-au-qld-westfield-chermside,tenant-aje-athletica,Aje Athletica,Activewear,false,Named in current official directory,Active,https://www.westfield.com.au/chermside/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-chermside-apple,place-au-qld-westfield-chermside,tenant-apple,Apple Store,Technology,false,Named in current official directory,Active,https://www.westfield.com.au/chermside/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-coomera-kmart,place-au-qld-westfield-coomera,tenant-kmart,Kmart,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/coomera/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-coomera-coles,place-au-qld-westfield-coomera,tenant-coles,Coles,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/coomera/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-coomera-jb-hi-fi,place-au-qld-westfield-coomera,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in current official directory,Active,https://www.westfield.com.au/coomera/browse-stores/electronics-and-technology,Official centre directory,2026-09-03,High,2026-09-03
key-coomera-h-and-m,place-au-qld-westfield-coomera,tenant-h-and-m,H&M,Contemporary fashion,false,Named in current official directory,Active,https://www.westfield.com.au/coomera/browse-stores/clothing-and-accessories,Official centre directory,2026-09-03,High,2026-09-03
key-north-lakes-myer,place-au-qld-westfield-north-lakes,tenant-myer,Myer,Department-store anchor,true,Named in current official directory,Active,https://www.westfield.com.au/northlakes/browse-stores/department-stores,Official centre directory,2026-09-03,High,2026-09-03
key-north-lakes-aldi,place-au-qld-westfield-north-lakes,tenant-aldi,ALDI,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/northlakes/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-north-lakes-ikea,place-au-qld-westfield-north-lakes,tenant-ikea,IKEA,Design and lifestyle,true,Named in current official directory,Active,https://www.westfield.com.au/northlakes/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-north-lakes-mecca,place-au-qld-westfield-north-lakes,tenant-mecca,Mecca Maxima,Beauty,false,Named in current official directory,Active,https://www.westfield.com.au/northlakes/browse-stores/home,Official centre directory,2026-09-03,High,2026-09-03
key-marion-myer,place-au-sa-westfield-marion,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://www.westfield.com.au/marion/store/1w0gLNo2IoO4oq0CMEkO0w/myer,Official tenant page,2026-09-03,High,2026-09-03
key-marion-aldi,place-au-sa-westfield-marion,tenant-aldi,ALDI,Supermarket anchor,true,Named in current official directory,Active,https://www.westfield.com.au/marion/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-marion-asics,place-au-sa-westfield-marion,tenant-asics,ASICS,Activewear,false,Named in current official directory,Active,https://www.westfield.com.au/marion/browse-stores/sporting-goods,Official centre directory,2026-09-03,High,2026-09-03
key-marion-bettys,place-au-sa-westfield-marion,tenant-bettys-burgers,Betty's Burgers,Hospitality,false,Named in current official directory,Active,https://www.westfield.com.au/marion/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-doncaster-apple,place-au-vic-westfield-doncaster,tenant-apple,Apple Store,Technology,false,Named in current official directory,Active,https://www.westfield.com.au/doncaster/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-doncaster-aesop,place-au-vic-westfield-doncaster,tenant-aesop,Aesop,Beauty,false,Named in current official directory,Active,https://www.westfield.com.au/doncaster/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-doncaster-asics,place-au-vic-westfield-doncaster,tenant-asics,ASICS,Activewear,false,Named in current official directory,Active,https://www.westfield.com.au/doncaster/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-doncaster-myer,place-au-vic-westfield-doncaster,tenant-myer,Myer,Department-store anchor,true,Current individual tenant page in the official centre directory,Active,https://www.westfield.com.au/doncaster/store/4NbKNJxzAcKuOcqi0KUUUC/myer,Official centre tenant page,2026-09-03,High,2026-09-03
key-doncaster-coles,place-au-vic-westfield-doncaster,tenant-coles,Coles,Supermarket anchor,true,Current individual tenant page in the official centre directory,Active,https://www.westfield.com.au/doncaster/store/5RDPTqJHNY2MC42sEYWI26/coles,Official centre tenant page,2026-09-03,High,2026-09-03
key-macquarie-david-jones,place-au-nsw-macquarie-centre,tenant-david-jones,David Jones,Department-store anchor,true,Named as a major store on the current official opening-hours page,Active,https://www.macquariecentre.com.au/centre-info/opening-hours,Official centre page,2026-09-03,High,2026-09-03
key-macquarie-coles,place-au-nsw-macquarie-centre,tenant-coles,Coles,Supermarket anchor,true,Named as a major store on the current official opening-hours page,Active,https://www.macquariecentre.com.au/centre-info/opening-hours,Official centre page,2026-09-03,High,2026-09-03
key-macquarie-h-and-m,place-au-nsw-macquarie-centre,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the current official participating-retailers list,Active,https://www.macquariecentre.com.au/what-s-on/autumn-winter-26/win-your-dream-20k-brand-wardrobe/participating-retailers,Official centre page,2026-09-03,High,2026-09-03
key-macquarie-uniqlo,place-au-nsw-macquarie-centre,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Current official tenant page,Active,https://www.macquariecentre.com.au/stores/uniqlo,Official tenant page,2026-09-03,High,2026-09-03
