id,name,status,country,state,city,postal_code,full_address,phone,latitude,longitude,official_url,website_url,instagram_url,facebook_url,directory_url,services,audiology,source_url,source_confidence
osm-au-node-4945481391,Kofsky Optometry,Mapped,Australia,NSW,,,Australia,+61 2 9371 0093,-33.8701345,151.2693489,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4945481391,Community-mapped
osm-au-node-11115368664,Lamas + Brown Optometrists,Mapped,Australia,NSW,,,Australia,,-28.8633178,153.0484871,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11115368664,Community-mapped
osm-au-node-3981230962,Lifestyle Optical,Mapped,Australia,NSW,,,Australia,,-33.8725169,151.2075863,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3981230962,Community-mapped
osm-au-node-12818552017,MaxMara,Mapped,Australia,NSW,,,Australia,,-33.8134329,151.0038399,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12818552017,Community-mapped
osm-au-way-605984555,Metro Specs,Mapped,Australia,NSW,,,Australia,,-33.9070638,151.1716967,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/605984555,Community-mapped
osm-au-way-1025379188,Michael Michael Optometrist,Mapped,Australia,NSW,,,"166 Anzac Parade, Australia",+61 2 9697 9044,-33.9094152,151.2237196,https://michaelmichael.com.au/,https://michaelmichael.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1025379188,Community-mapped
osm-au-node-7730212701,Mudgee Eyecare,Mapped,Australia,NSW,,,Australia,,-32.591925,149.5882087,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/7730212701,Community-mapped
osm-au-node-10689683737,Myspec,Mapped,Australia,NSW,,,Australia,,-33.8787049,151.2027077,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10689683737,Community-mapped
osm-au-node-11425010142,Narooma Vision,Mapped,Australia,NSW,,,Australia,,-36.2197148,150.1327024,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11425010142,Community-mapped
osm-au-node-3248721542,Neil Anderson Optometrist,Mapped,Australia,NSW,,,"1 Bridge Street, Australia",,-33.7739991,151.0817945,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3248721542,Community-mapped
osm-au-node-9892744780,Oakley,Mapped,Australia,NSW,,,Australia,,-33.8697257,151.2068043,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9892744780,Community-mapped
osm-au-way-1104859305,Optica Eyewear & Eyecare,Mapped,Australia,NSW,,,Australia,,-33.9108368,151.1566629,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1104859305,Community-mapped
osm-au-node-10578256822,Optical 88,Mapped,Australia,NSW,,,Australia,,-33.7953551,151.1855917,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10578256822,Community-mapped
osm-au-node-8639150772,Optical Store,Mapped,Australia,NSW,,,Australia,,-31.4318977,152.9081115,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/8639150772,Community-mapped
osm-au-node-4546327090,Optometrists,Mapped,Australia,NSW,,,Australia,,-33.9213668,150.9241029,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4546327090,Community-mapped
osm-au-way-1301075399,Paul Harvey Optometrist,Mapped,Australia,NSW,,,Australia,,-31.092165,150.9198852,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1301075399,Community-mapped
osm-au-node-9354608723,Penrith Spectacles,Mapped,Australia,NSW,,,Australia,,-33.7523535,150.6937738,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9354608723,Community-mapped
osm-au-node-9365266935,Precision Specs,Mapped,Australia,NSW,,,Australia,,-33.764115,150.774663,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9365266935,Community-mapped
osm-au-node-5072911675,Proview,Mapped,Australia,NSW,,,Australia,,-33.7962505,151.1835031,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5072911675,Community-mapped
osm-au-node-4505475885,Rodgers Optical Services,Mapped,Australia,NSW,,,Australia,,-32.9348715,151.7255916,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4505475885,Community-mapped
osm-au-node-4945481560,Rose Bay Eyecare Centre,Mapped,Australia,NSW,,,"New South Head Road, Australia",+61 2 9371 8002,-33.8698944,151.2691806,https://www.eyecarecentre.net.au/,https://www.eyecarecentre.net.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4945481560,Community-mapped
osm-au-node-2613244961,Shire Optometrists,Mapped,Australia,NSW,,,"23 Cronulla Mall, Australia",,-34.052316,151.152706,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2613244961,Community-mapped
osm-au-node-10624370751,Teachers Health Centre Parramatta,Mapped,Australia,NSW,,,Australia,,-33.812843,151.0070179,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10624370751,Community-mapped
osm-au-node-13911331068,ThankUOptics,Mapped,Australia,NSW,,,Australia,,-33.7880479,150.9496906,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13911331068,Community-mapped
osm-au-node-11751506892,The Eye Scene,Mapped,Australia,NSW,,,Australia,,-33.8769922,151.2424125,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11751506892,Community-mapped
osm-au-node-8228920367,The Eye-Site,Mapped,Australia,NSW,,,Australia,,-34.044437,151.1235161,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/8228920367,Community-mapped
osm-au-node-4547827590,The Eyecare,Mapped,Australia,NSW,,,Australia,,-33.9183968,150.9240376,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4547827590,Community-mapped
osm-au-node-11059373801,The Optical Co,Mapped,Australia,NSW,,,"47 Murwillumbah Street, Australia",+61 2 6672 1400,-28.3265354,153.3978416,https://theopticalco.com.au,https://theopticalco.com.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11059373801,Community-mapped
osm-au-node-6461153274,The Optical Co,Mapped,Australia,NSW,,,Australia,,-33.8721489,151.2076306,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6461153274,Community-mapped
osm-au-way-1019628539,The Optical Superstore,Mapped,Australia,NSW,,,Australia,,-30.2838676,153.131089,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1019628539,Community-mapped
osm-au-node-5421723042,View Optometrist,Mapped,Australia,NSW,,,Australia,,-33.8183914,151.003612,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5421723042,Community-mapped
osm-au-node-1081203615,Viewpoint Optical,Mapped,Australia,NSW,,2220,"179 Forest Road, 2220, Australia",,-33.9675717,151.1053584,https://viewpoint-optical.com.au,https://viewpoint-optical.com.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/1081203615,Community-mapped
osm-au-node-13343526524,Young Eyes,Mapped,Australia,NSW,,,Australia,,-34.3129797,148.2950229,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13343526524,Community-mapped
osm-au-node-3977545466,Zoom,Mapped,Australia,NSW,,,Australia,,-33.8838293,151.1940062,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3977545466,Community-mapped
osm-au-node-3991780847,avian eyecare,Mapped,Australia,NSW,,,Australia,,-33.8231438,151.194206,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3991780847,Community-mapped
osm-au-node-10930812225,icontact,Mapped,Australia,NSW,,,Australia,,-33.7038165,151.1000669,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10930812225,Community-mapped
osm-au-node-12547015064,Beckenham Optometrist,Mapped,Australia,NSW,Avalon Beach,2107,"15 Old Barrenjoey Road, Avalon Beach, 2107, Australia",,-33.6380911,151.3280654,https://www.beckenhamoptometrist.com.au/,https://www.beckenhamoptometrist.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12547015064,Community-mapped
osm-au-node-12556385824,Eyecare Plus Optometrists,Mapped,Australia,NSW,Avalon Beach,2107,"Bowling Green Lane, Avalon Beach, 2107, Australia",,-33.6355252,151.3282042,https://www.eyecareplus.com.au/avalonbeach/,https://www.eyecareplus.com.au/avalonbeach/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12556385824,Community-mapped
osm-au-node-6859346009,Narrabri Vision Splendid Optometrist,Mapped,Australia,NSW,Narrabri,2390,"99 Maitland Street, Narrabri, 2390, Australia",,-30.326314,149.7834456,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6859346009,Community-mapped
osm-au-way-697930957,Eyepower,Mapped,Australia,NSW,Tahmoor,2573,"111-117 Remembrance Driveway, Tahmoor, 2573, Australia",+61 2 4683 1249,-34.2232672,150.5930696,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/697930957,Community-mapped
osm-au-node-10820638609,Factory Direct Spectacles,Mapped,Australia,NSW,Wentworthville,2145,"326-336 Great Western Highway, Wentworthville, 2145, Australia",,-33.8151984,150.9720166,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10820638609,Community-mapped
osm-au-way-655284178,Carl Emerton Optometrist,Mapped,Australia,NSW,Wyong,,"70 Pacific Highway, Wyong, Australia",+61 2 4352 1298,-33.2853964,151.4244309,https://www.carlemertonoptometrist.com.au/,https://www.carlemertonoptometrist.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/655284178,Community-mapped
osm-au-node-5720362545,NT Optometrists,Mapped,Australia,NT,,,Australia,+61 8 8945 1111,-12.4010018,130.9158862,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5720362545,Community-mapped
osm-au-node-6267324335,Optical Superstore,Mapped,Australia,NT,,,Australia,,-12.4713315,130.9836592,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6267324335,Community-mapped
osm-au-way-1250385845,Optical Superstore,Mapped,Australia,NT,,,Australia,,-12.3752341,130.8808922,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1250385845,Community-mapped
osm-au-node-12785778224,20/20 Eyewear,Mapped,Australia,QLD,,,Australia,,-27.1549277,152.9753332,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12785778224,Community-mapped
osm-au-node-5471854202,About Specs,Mapped,Australia,QLD,,,Australia,,-27.6776221,152.9031516,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5471854202,Community-mapped
osm-au-node-7600973401,Absolute Vision Optometrist,Mapped,Australia,QLD,,,Australia,,-26.6269208,152.96078,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/7600973401,Community-mapped
osm-au-node-2798570622,Andrew Angeli - Vision Optics,Mapped,Australia,QLD,,,"95 Vulture Street, Australia",,-27.4810574,153.0119154,https://www.visionoptics.com.au/,https://www.visionoptics.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2798570622,Community-mapped
osm-au-node-2079907028,BrightEyes,Mapped,Australia,QLD,,,Australia,,-20.2688623,148.7190543,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2079907028,Community-mapped
osm-au-node-4772042225,BrightEyes,Mapped,Australia,QLD,,,Australia,,-19.2719712,146.7904875,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4772042225,Community-mapped
osm-au-node-10272461284,BrightEyes Sunglasses,Mapped,Australia,QLD,,,Australia,,-27.2420602,153.0179376,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10272461284,Community-mapped
osm-au-way-1254252545,Bupa,Mapped,Australia,QLD,,,Australia,,-27.4994029,152.9729507,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1254252545,Community-mapped
osm-au-node-3616959074,Christensen Harbison,Mapped,Australia,QLD,,,Australia,,-24.8667,152.3488694,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3616959074,Community-mapped
osm-au-node-3641965394,Clear Optometry,Mapped,Australia,QLD,,,Australia,,-24.8147707,152.463415,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3641965394,Community-mapped
osm-au-node-615108303,Emphasis on Eyecare,Mapped,Australia,QLD,,,Australia,,-27.3718924,152.8864782,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/615108303,Community-mapped
osm-au-node-11267057796,Envision Optical,Mapped,Australia,QLD,,,Australia,+61 7 5593 7844,-28.1001233,153.4247078,https://envisionoptical.com.au,https://envisionoptical.com.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11267057796,Community-mapped
osm-au-node-11984932693,Eye Love,Mapped,Australia,QLD,,,Australia,,-16.8765092,145.7537766,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11984932693,Community-mapped
osm-au-node-4845383785,Eye to Eye,Mapped,Australia,QLD,,,Australia,,-27.2407089,153.0146216,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4845383785,Community-mapped
osm-au-node-2812592887,Eyecare Eyewear,Mapped,Australia,QLD,,,Australia,,-27.1812905,151.2674278,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2812592887,Community-mapped
osm-au-node-5267197634,Eyecare Plus,Mapped,Australia,QLD,,,Australia,+61 7 5535 1121,-28.0741296,153.4438519,https://eyecareplus.com.au/miami,https://eyecareplus.com.au/miami,,https://facebook.com/EyecarePlusMiami,,Optical / optician listing,false,https://www.openstreetmap.org/node/5267197634,Community-mapped
osm-au-node-4435526091,EyecarePlus,Mapped,Australia,QLD,,,Australia,,-20.2772966,148.7006022,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4435526091,Community-mapped
osm-au-node-735998260,Eyes On U Optical,Mapped,Australia,QLD,,,Australia,,-27.8518285,153.3005885,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/735998260,Community-mapped
osm-au-way-1347944904,For Eyes Only,Mapped,Australia,QLD,,,Australia,,-27.4776022,153.0118667,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1347944904,Community-mapped
osm-au-node-11383213002,G&M My Optical,Mapped,Australia,QLD,,,Australia,,-28.2159878,152.0321745,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11383213002,Community-mapped
osm-au-node-4845383813,George & Matilda Eyecare,Mapped,Australia,QLD,,,Australia,,-27.241537,153.0174839,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4845383813,Community-mapped
osm-au-node-5589514647,Greg Bowyer Eyeware,Mapped,Australia,QLD,,,Australia,,-27.5065365,152.9392126,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5589514647,Community-mapped
osm-au-way-889998872,Hammond Optometry,Mapped,Australia,QLD,,,Australia,,-26.6260426,152.9604114,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/889998872,Community-mapped
osm-au-node-12319824788,Image Eyewear,Mapped,Australia,QLD,,,Australia,,-27.5165998,153.0169499,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12319824788,Community-mapped
osm-au-node-5631549727,Knights & Associates Eyecare,Mapped,Australia,QLD,,,Australia,,-27.7185248,153.2028958,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5631549727,Community-mapped
osm-au-node-10104842037,Laubman & Pank,Mapped,Australia,QLD,,,Australia,,-27.5246861,153.1912362,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10104842037,Community-mapped
osm-au-way-1254545304,Laubman & Pank,Mapped,Australia,QLD,,,Australia,,-27.4993334,152.9726376,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1254545304,Community-mapped
osm-au-node-7634594301,Laubman and Pank,Mapped,Australia,QLD,,,Australia,,-27.1034723,152.9499623,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/7634594301,Community-mapped
osm-au-node-7092641917,Lense Pro Optometrists,Mapped,Australia,QLD,,,Australia,,-27.5233789,153.1947463,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/7092641917,Community-mapped
osm-au-node-8969261058,Morayfield Eyewear,Mapped,Australia,QLD,,,Australia,,-27.0938237,152.9512255,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/8969261058,Community-mapped
osm-au-node-12310587681,My2020,Mapped,Australia,QLD,,,Australia,,-27.524313,153.0122943,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12310587681,Community-mapped
osm-au-node-10698432114,Optical Superstore,Mapped,Australia,QLD,,,Australia,,-27.1942502,153.028975,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10698432114,Community-mapped
osm-au-node-12958128048,Optical Superstore,Mapped,Australia,QLD,,,Australia,,-23.1322285,150.7371563,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12958128048,Community-mapped
osm-au-node-13987432119,Optical Superstore,Mapped,Australia,QLD,,,Australia,,-28.1334017,153.4682478,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13987432119,Community-mapped
osm-au-node-14091699299,Optical Superstore,Mapped,Australia,QLD,,,Australia,,-16.9338926,145.7533825,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/14091699299,Community-mapped
osm-au-node-3616959028,Optical Superstore,Mapped,Australia,QLD,,,Australia,,-24.8658168,152.349098,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3616959028,Community-mapped
osm-au-node-9406577080,Optical Superstore,Mapped,Australia,QLD,,,Australia,,-26.6517292,153.0870308,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9406577080,Community-mapped
osm-au-node-3612643660,Outlook,Mapped,Australia,QLD,,,Australia,,-24.8670186,152.3494223,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3612643660,Community-mapped
osm-au-node-3808231195,Queensland Eye Specialists,Mapped,Australia,QLD,,,Australia,,-24.8770067,152.3598261,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3808231195,Community-mapped
osm-au-node-12254014860,Sunny Line,Mapped,Australia,QLD,,,Australia,,-27.6081169,152.7582933,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12254014860,Community-mapped
osm-au-node-9789479039,Taylor Eyeware,Mapped,Australia,QLD,,,Australia,,-27.7177721,153.2075336,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9789479039,Community-mapped
osm-au-node-10566668350,The Optical Superstore,Mapped,Australia,QLD,,,Australia,,-27.5249777,153.1905165,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10566668350,Community-mapped
osm-au-node-5590821334,The Optical Superstore,Mapped,Australia,QLD,,,Australia,,-19.2979068,146.762051,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5590821334,Community-mapped
osm-au-node-10272461271,Torga Optical,Mapped,Australia,QLD,,,Australia,,-27.2421027,153.018153,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10272461271,Community-mapped
osm-au-node-9787115074,Vision Precinct,Mapped,Australia,QLD,,,Australia,,-27.8134596,153.2930614,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9787115074,Community-mapped
osm-au-way-1241866996,icontact,Mapped,Australia,QLD,,,Australia,,-27.4993549,152.9726807,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1241866996,Community-mapped
osm-au-node-4797976138,Clarity Optometrists,Mapped,Australia,QLD,Bulimba,4171,"134 Oxford Street, Bulimba, 4171, Australia",+61 7 3899 4044,-27.4510863,153.0583213,https://www.clarityoptom.com.au/,https://www.clarityoptom.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4797976138,Community-mapped
osm-au-node-5738744123,Trevor Williams Optometry,Mapped,Australia,QLD,Coorparoo,4151,"358 Old Cleveland Road, Coorparoo, 4151, Australia",,-27.4934487,153.0606021,https://trevorwilliamsoptometry.com.au/,https://trevorwilliamsoptometry.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5738744123,Community-mapped
osm-au-node-3006156291,Core Optics,Mapped,Australia,QLD,Fortitude Valley,4006,"5K Winn Street, Fortitude Valley, 4006, Australia",+61 402 363 138,-27.4578189,153.0362223,http://www.winnlane.com.au/shop_details/shop/core_optics/section/shop,http://www.winnlane.com.au/shop_details/shop/core_optics/section/shop,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3006156291,Community-mapped
osm-au-node-4076324335,Optical Warehouse,Mapped,Australia,QLD,Maryborough,4650,"133 Lennox Street, Maryborough, 4650, Australia",,-25.5397579,152.6993733,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4076324335,Community-mapped
osm-au-node-13300409376,iKANDi Sunglasses,Mapped,Australia,QLD,Southport,,"49 Marine Parade, Southport, Australia",,-27.9674438,153.4154742,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13300409376,Community-mapped
osm-au-node-13067885816,Aryoo Eyewear,Mapped,Australia,SA,,,Australia,+61 8 8396 8629,-34.9236253,138.6037824,https://www.aryooeyewear.com.au/,https://www.aryooeyewear.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13067885816,Community-mapped
